code_comptable,code_postal,address,latitude,longitude,wilaya
1101,1016.0, ADRAR KSAR ADGHA,29.2629508972168,-0.222039997577667,1
1206,1011.0,DAIRA TSABIT,28.3080387115479,-0.240628004074097,1
1300,1004.0, DAIRA REGGANE CENTRE,26.7174892425537,-0.193939000368118,1
1303,1009.0,APC SALI,26.9612522125244,-0.0251550003886223,1
2100,2000.0,RUE DU 20 AOUT ,36.2842483520508,1.55891001224518,2
2101,2005.0,HAY BENSOUNA,36.1617012023926,1.32070004940033,2
2102,2041.0,HAY SAHLI,36.1755981445312,1.32770001888275,2
2104,2042.0,HAY LALLA AOUDA,36.1458015441895,1.32299995422363,2
2105,2013.0,RUE DE LA RESISTANCE,36.1637992858887,1.3371000289917,2
2121,2091.0,HAY ES SALAM,36.1562995910645,1.33990001678467,2
2122,2094.0,"CITE DES FONCTIONNAIRES,CHLEF CENTRE",36.1697006225586,1.34070003032684,2
2200,2003.0,ROUTE NATIONALE N°04 OUED FODDA,36.1860008239746,1.52839994430542,2
2201,2035.0,BENI RACHED,36.2766990661621,1.50370001792908,2
2205,2008.0,EL KARIMIA CENTRE,36.1102981567383,1.557000041008,2
2208,2049.0,KHERRARA,36.2714004516602,1.38660001754761,2
2210,2024.0,OUM DROU,36.1983985900879,1.38810002803802,2
2211,2029.0,OULED ABBES,36.2162017822266,1.48459994792938,2
2212,2010.0,OULED FARES CENTRE,36.2314987182617,1.23829996585846,2
2224,2001.0,OUED FODDA CENTRE,36.1847991943359,1.53022003173828,2
2300,2006.0,RUE KOSIER TENES CENTRE TENES,36.5106010437012,1.30610001087189,2
2304,2017.0,BENI HAOUA,36.529899597168,1.57400000095367,2
2306,2021.0,RN19,36.3368988037109,1.23969995975494,2
2309,2015.0,EL-MARSA,36.4042015075684,0.916100025177002,2
2313,2009.0,ROUTE NATIONALE N°19 SIDI AKKACHA,36.4628982543945,1.30280005931854,2
2315,2043.0,TADJNA CENTRE,36.3226013183594,1.1327999830246,2
2400,2002.0,ROUTE NATIONALE N°04 BOUKADIR,36.0681991577148,1.12890005111694,2
2401,2004.0,AIN MERANE CENTRE,36.1624984741211,0.971300005912781,2
2407,2011.0,OUED SLY CENTRE,36.1021003723145,1.19990003108978,2
2414,2033.0,SOBHA,36.1105995178223,1.1081999540329,2
2416,2038.0,HERENFA,36.2486000061035,1.04429996013641,2
2427,2086.0,DOUAIDIA,36.055980682373,1.13469099998474,2
2506,2087.0,ZONE 9,36.2084007263184,1.26569998264313,2
3100,3000.0,LAGHOUAT-RP RN 01,33.485279083252,2.52074003219604,3
3106,3002.0,MAAMOURAH,33.4758110046387,2.52114009857178,3
3113,3052.0,CITE EL WIAM,33.4715003967285,2.50324988365173,3
3200,3003.0,KSAR-EL-HIRANE,33.70120815,3.226928242239316,3
3202,3019.0,SIDI-MAKHLOUF,34.0753593444824,3.00535988807678,3
3205,3033.0,BENACER-BENCHOHRA,33.4516716003418,2.59556007385254,3
3300,3012.0,AIN-MADHI,33.4750289916992,2.18226003646851,3
3301,3040.0,EL-HOUITA,33.3836097717285,2.2627899646759,3
3302,3007.0,TADJEMOUT,33.5247917175293,2.31236004829407,3
3304,3010.0,EL-KHENEG,33.4438018798828,2.47227001190186,3
3306,3057.0,EL-HADJEUB RN23 VERS AFLOU,33.564380645752,2.37142992019653,3
3500,3001.0,AFLOU,34.0648498535156,2.05503988265991,3
3501,3013.0,BEIDHA,34.2832717895508,2.10318994522095,3
3502,3025.0,GUELTAT-SIDI-SAAD,34.1753196716309,1.56422996520996,3
3505,3024.0,SIDI-BOUZID,34.2042083740234,2.15529990196228,3
3508,3020.0,AFLOU-HAY-EL-GAADA,34.0607681274414,2.06154990196228,3
3513,3047.0,AFLOU-ZAOUI-SAID,34.0641212463379,2.0625,3
3515,3053.0,AFLOU 1ER MAI,34.0651206970215,2.0534999370575,3
3602,3023.0,EL-GHICHA,33.5554313659668,2.08320999145508,3
4100,4000.0,BD HOUARI BOUMEDIENE,35.8699989318848,7.09999990463257,4
4108,4003.0,rue 1er novembre 1954,35.8699989318848,7.1100001335144,4
4200,4020.0,DUPW Oum El Bouaghi,35.9300003051758,7.19000005722046,4
4302,4057.0,CITE SAIDI DJEMOI,35.7799987792969,7.3899998664856,4
4307,4015.0,RUE NATIONALE N°80,35.9000015258789,7.36999988555908,4
4311,4013.0,ROUTE NATIONALE N°10,35.6699981689453,7.30999994277954,4
4315,4004.0,RUE DU 1ER NOVEMBRE,35.6100006103516,7.65999984741211,4
4400,4002.0,CITE BRAKNIA 750 LOGTS BOUKETANA ALI,36.0,6.55000019073486,4
4407,4021.0,CARREFOUR BEN M'HIDI ROUTE NATINALE N°3,35.8899993896484,6.30000019073486,4
4420,4019.0,CITE ANNASR,36.0800018310547,6.46999979019165,4
4424,4011.0,OULED-ZAID,36.0999984741211,6.78000020980835,4
4426,4010.0,RUE NATIONALE N°10,35.8899993896484,6.38000011444092,4
4601,4016.0,CITE-SATHA,35.9900016784668,6.8600001335144,4
5100,5000.0,Cité des 410 logts ex ECOTEC BATNA,35.3368797302246,6.10416507720947,5
5106,5006.0,FRERES BOUABSA BATNA,35.3316612243652,6.10386514663696,5
5109,5073.0,ROUTE DE AIN TOUTA,35.3020515441895,6.0440821647644,5
5112,5021.0,CITE EL BOUSTENE,35.3203277587891,6.09579706192017,5
